date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,team_name,season
10/5/2019,21:05,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,1,1,Guadalajara,0.6,1.1,52,35800,Víctor Malcorra,4/4/2002,Jorge Rojas,Match Report,,9,2,21.8,1,0,0,UNAM,2020
10/5/2019,19:06,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,2,2,Atlas,1.7,1,48,26333,Gibran Lajud,4/4/2002,Diego Montaño,Match Report,,12,2,17.7,0,1,1,Tijuana,2020
10/5/2019,19:06,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,2,2,Tijuana,1,1.7,52,26333,Osvaldo Martínez,4-2-3-1,Diego Montaño,Match Report,,12,6,25.6,2,0,0,Atlas,2020
10/5/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,0,4,UANL,0.4,2.8,49,41426,Jonathan Orozco,4/4/2002,Jorge Pérez,Match Report,,10,1,26.2,0,0,0,Santos Laguna,2020
10/5/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,4,0,Santos,2.8,0.4,51,41426,Guido Pizarro,4/4/2002,Jorge Pérez,Match Report,,10,7,15.9,1,1,1,UANL,2020
10/5/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,2,5,Cruz Azul,0.9,2.3,47,30568,Paul Aguilar,4-2-3-1,Marco Antonio Nava,Match Report,,8,3,21.9,1,0,0,America,2020
10/5/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,5,2,América,2.3,0.9,53,30568,José Corona,4/4/2002,Marco Antonio Nava,Match Report,,14,8,14.1,2,0,0,Cruz Azul,2020
10/5/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,1,1,Veracruz,1.4,1.4,75,21946,Luis Montes,4/4/2002,Oscar Mejia,Match Report,,20,6,18.6,2,0,0,Leon,2020
10/5/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,1,1,León,1.4,1.4,25,21946,Leobardo López,4/3/2003,Oscar Mejia,Match Report,,5,3,30,0,1,1,Veracruz,2020
10/4/2019,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,W,3,2,Morelia,1.3,1.8,50,19134,Ventura Alvarado,4/4/2002,César Arturo Ramos,Match Report,,13,4,20.9,1,0,0,Necaxa,2020
10/4/2019,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Home,L,2,3,Necaxa,1.8,1.3,50,19134,Aldo Rocha,4-3-1-2,César Arturo Ramos,Match Report,,14,7,24.1,2,0,0,Morelia,2020
9/29/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,D,1,1,Veracruz,0.5,1.5,56,8698,Alfredo Talavera,4/4/2002,Luis Santander,Match Report,,12,4,19.6,0,0,0,Toluca,2020
9/29/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,D,1,1,Toluca,1.5,0.5,44,8698,Leobardo López,4/3/2003,Luis Santander,Match Report,,14,3,24.3,2,0,1,Veracruz,2020
9/29/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,W,3,2,Atlético,1,1.5,35,15751,Diego Braghieri,5/3/2002,Eduardo Basulto,Match Report,,9,4,19.8,0,0,0,Tijuana,2020
9/29/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,L,2,3,Tijuana,1.5,1,65,15751,Carlos Felipe Rodríguez,4/4/2002,Eduardo Basulto,Match Report,,15,6,20.3,1,0,0,Atletico,2020
9/29/2019,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,L,0,2,UNAM,0.6,1.5,52,16203,Jonathan Orozco,4/4/2002,Fernando Hernández,Match Report,,6,2,24.4,2,0,0,Santos Laguna,2020
9/29/2019,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,W,2,0,Santos,1.5,0.6,48,16203,Víctor Malcorra,4/3/2003,Fernando Hernández,Match Report,,11,6,24.1,1,1,1,UNAM,2020
9/28/2019,21:05,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,4,1,Guadalajara,2.9,0.2,57,63908,Paul Aguilar,4-2-3-1,Fernando Guerrero,Match Report,,25,10,18.6,1,1,1,America,2020
9/28/2019,21:05,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,1,4,América,0.2,2.9,43,63908,Jesús Molina,4-3-2-1,Fernando Guerrero,Match Report,,4,2,23.7,2,0,0,Guadalajara,2020
9/28/2019,19:06,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,2,0,Monterrey,0.7,1.2,51,44972,Guido Pizarro,4/4/2002,César Arturo Ramos,Match Report,,8,3,21.4,0,0,0,UANL,2020
9/28/2019,19:06,Liga MX,Apertura 2019 Regular Season,Sat,Home,L,0,2,UANL,1.2,0.7,49,44972,Dorlan Pabón,4-2-3-1,César Arturo Ramos,Match Report,,14,2,20.6,0,0,0,Monterrey,2020
9/28/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,0,0,FC Juárez,0.9,0.5,56,10688,Ventura Alvarado,4-1-2-1-2,Jorge Rojas,Match Report,,10,3,18.1,0,0,0,Necaxa,2020
9/28/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,0,0,Necaxa,0.5,0.9,44,10688,Jonathan Lacerda,4-2-3-1,Jorge Rojas,Match Report,,10,4,21.6,0,0,0,FC Juarez,2020
9/28/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,2,0,Cruz Azul,0.5,2.5,43,24922,Jorge Daniel Hernández,4-4-1-1,Adonai Escobedo,Match Report,,11,3,21.2,0,0,0,Pachuca,2020
9/28/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,0,2,Pachuca,2.5,0.5,57,24922,José Corona,4-2-3-1,Adonai Escobedo,Match Report,,24,5,23.3,1,0,1,Cruz Azul,2020
9/27/2019,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,L,0,2,Atlas,1.4,0.6,51,17633,Alexis Pérez,4-1-4-1,Alfredo Peñaloza,Match Report,,15,2,27.6,0,0,1,Queretaro,2020
9/27/2019,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Home,W,2,0,Querétaro,0.6,1.4,49,17633,Osvaldo Martínez,4-2-3-1,Alfredo Peñaloza,Match Report,,10,4,22,0,0,0,Atlas,2020
9/27/2019,19:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,L,1,2,Puebla,0.4,1.8,72,15877,Luis Montes,4/4/2002,Jorge Pérez,Match Report,,9,3,23.3,0,0,0,Leon,2020
9/27/2019,19:00,Liga MX,Apertura 2019 Regular Season,Fri,Home,W,2,1,León,1.8,0.4,28,15877,Brayan Angulo,4/5/2001,Jorge Pérez,Match Report,,9,2,20.9,0,1,1,Puebla,2020
9/26/2019,20:00,Liga MX,Apertura 2019 Regular Season,Thu,Away,L,1,3,Toluca,0.7,2.3,67,13535,Noé Maya,4-4-1-1,César Arturo Ramos,Match Report,,11,4,26.5,1,0,0,Atletico,2020
9/26/2019,20:00,Liga MX,Apertura 2019 Regular Season,Thu,Home,W,3,1,Atlético,2.3,0.7,33,13535,Alfredo Talavera,3/5/2002,César Arturo Ramos,Match Report,,23,8,20.7,0,0,0,Toluca,2020
9/25/2019,21:05,Liga MX,Apertura 2019 Regular Season,Wed,Away,D,1,1,Cruz Azul,0.8,1.9,36,12412,Nicolás Sanchez,4/3/2003,Jorge Rojas,Match Report,,4,1,15.8,0,0,0,Monterrey,2020
9/25/2019,21:05,Liga MX,Apertura 2019 Regular Season,Wed,Home,D,1,1,Monterrey,1.9,0.8,64,12412,José Corona,4-2-3-1,Jorge Rojas,Match Report,,22,5,19.3,2,0,0,Cruz Azul,2020
9/25/2019,19:06,Liga MX,Apertura 2019 Regular Season,Wed,Away,L,2,3,Tijuana,1.4,3.1,53,24133,Aldo Rocha,3-4-1-2,Roberto García,Match Report,,5,2,23,1,1,1,Morelia,2020
9/25/2019,19:06,Liga MX,Apertura 2019 Regular Season,Wed,Home,W,3,2,Morelia,3.1,1.4,47,24133,Gibran Lajud,4/4/2002,Roberto García,Match Report,,18,8,18.1,1,0,2,Tijuana,2020
9/25/2019,19:00,Liga MX,Apertura 2019 Regular Season,Wed,Home,W,5,0,Veracruz,2.6,0.3,52,18622,Jonathan Orozco,4-2-3-1,Diego Montaño,Match Report,,18,11,17.9,1,0,0,Santos Laguna,2020
9/25/2019,19:00,Liga MX,Apertura 2019 Regular Season,Wed,Away,L,0,5,Santos,0.3,2.6,48,18622,Leobardo López,4/3/2003,Diego Montaño,Match Report,,8,0,25.5,0,0,0,Veracruz,2020
9/25/2019,18:00,Liga MX,Apertura 2019 Regular Season,Wed,Away,D,1,1,FC Juárez,1.2,1.1,58,19704,Emanuel Aguilera,4-2-3-1,Oscar Mejia,Match Report,,14,6,18.4,1,0,0,America,2020
9/25/2019,18:00,Liga MX,Apertura 2019 Regular Season,Wed,Home,D,1,1,América,1.1,1.2,42,19704,Jonathan Lacerda,4-2-3-1,Oscar Mejia,Match Report,,10,2,18.3,1,0,0,FC Juarez,2020
9/24/2019,21:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,D,1,1,Atlas,1.8,0.6,57,25787,Luis Montes,4/4/2002,Luis Santander,Match Report,,16,7,19,1,0,0,Leon,2020
9/24/2019,21:00,Liga MX,Apertura 2019 Regular Season,Tue,Away,W,4,2,Guadalajara,1.7,1,36,22781,Jorge Daniel Hernández,4-4-1-1,Alfredo Peñaloza,Match Report,,7,4,19.6,0,1,1,Pachuca,2020
9/24/2019,21:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,L,2,4,Pachuca,1,1.7,64,22781,Jesús Molina,4/3/2003,Alfredo Peñaloza,Match Report,,13,6,21.6,1,0,0,Guadalajara,2020
9/24/2019,21:00,Liga MX,Apertura 2019 Regular Season,Tue,Away,D,1,1,León,0.6,1.8,43,25787,Osvaldo Martínez,4-2-3-1,Luis Santander,Match Report,,12,4,23.3,1,0,0,Atlas,2020
9/24/2019,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,L,0,1,Puebla,0.9,0.5,75,38638,Guido Pizarro,4-2-3-1,Fernando Guerrero,Match Report,,18,2,18.9,2,0,0,UANL,2020
9/24/2019,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,L,1,2,Necaxa,1.1,0.8,61,16975,Luis Romo,4/3/2003,Fernando Hernández,Match Report,,16,7,20.9,1,0,0,Queretaro,2020
9/24/2019,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Away,W,2,1,Querétaro,0.8,1.1,39,16975,Ventura Alvarado,4-1-2-1-2,Fernando Hernández,Match Report,,8,2,14.4,0,0,0,Necaxa,2020
9/24/2019,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Away,W,1,0,UANL,0.5,0.9,25,38638,Brayan Angulo,4-1-4-1,Fernando Guerrero,Match Report,,9,5,20.3,0,0,0,Puebla,2020
9/22/2019,18:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,W,2,0,Veracruz,1.2,0.3,59,18432,Jonathan Lacerda,4-2-3-1,Marco Antonio Nava,Match Report,,11,3,21.7,0,0,0,FC Juarez,2020
9/22/2019,18:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,L,0,2,FC Juárez,0.3,1.2,41,18432,Leobardo López,4/4/2002,Marco Antonio Nava,Match Report,,9,2,27.4,0,0,0,Veracruz,2020
9/22/2019,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,D,1,1,UNAM,1.5,0.8,49,30458,José Corona,4/4/2002,César Arturo Ramos,Match Report,,14,4,20,0,0,0,Cruz Azul,2020
9/22/2019,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,D,1,1,Cruz Azul,0.8,1.5,51,30458,Víctor Malcorra,4/3/2003,César Arturo Ramos,Match Report,,15,3,20.5,2,0,0,UNAM,2020
9/21/2019,21:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,2,2,América,1.3,2.5,41,28032,Luis Romo,4-2-3-1,Luis Santander,Match Report,,13,4,21.2,0,0,0,Queretaro,2020
9/21/2019,21:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,2,2,Querétaro,2.5,1.3,59,28032,Paul Aguilar,4-2-3-1,Luis Santander,Match Report,,22,7,17.4,1,0,0,America,2020
9/21/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,4,1,Tijuana,4.3,1.2,48,18318,Jorge Daniel Hernández,4-4-1-1,Fernando Guerrero,Match Report,,22,6,18.6,1,2,2,Pachuca,2020
9/21/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,1,4,Pachuca,1.2,4.3,52,18318,Diego Braghieri,4-2-3-1,Fernando Guerrero,Match Report,,13,1,20.3,0,0,0,Tijuana,2020
9/21/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,3,2,Atlético,2.3,1.9,42,20759,Jonathan Orozco,4-2-3-1,Roberto García,Match Report,,15,9,18.3,0,0,0,Santos Laguna,2020
9/21/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,4,2,Necaxa,2.5,1.2,54,17757,Luis Montes,4/4/2002,Alfredo Peñaloza,Match Report,,16,4,18.2,1,0,0,Leon,2020
9/21/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,L,2,4,León,1.2,2.5,46,17757,Ventura Alvarado,4/4/2002,Alfredo Peñaloza,Match Report,,18,6,17.4,0,0,0,Necaxa,2020
9/21/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,3,2,Puebla,1.8,1.9,58,33060,Dorlan Pabón,4-2-3-1,Fernando Hernández,Match Report,,11,2,17.4,1,1,1,Monterrey,2020
9/21/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,L,2,3,Santos,1.9,2.3,58,20759,Matías Catalán,4-4-1-1,Roberto García,Match Report,,19,3,20.2,1,1,1,Atletico,2020
9/21/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,2,3,Monterrey,1.9,1.8,42,33060,Brayan Angulo,5/3/2002,Fernando Hernández,Match Report,,9,4,11.9,0,0,0,Puebla,2020
9/20/2019,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Home,W,1,0,Guadalajara,1.3,1.8,38,26019,Aldo Rocha,4-3-1-2,Oscar Mejia,Match Report,,9,0,20.8,0,1,1,Morelia,2020
9/20/2019,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,L,0,1,Morelia,1.8,1.3,62,26019,Jesús Molina,4/3/2003,Oscar Mejia,Match Report,,21,6,17.7,3,0,0,Guadalajara,2020
9/20/2019,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Home,L,0,1,Toluca,1.6,1.2,74,19725,Osvaldo Martínez,4-2-3-1,Jorge Rojas,Match Report,,10,3,17.3,0,0,1,Atlas,2020
9/20/2019,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,W,1,0,Atlas,1.2,1.6,26,19725,Alfredo Talavera,3/4/2003,Jorge Rojas,Match Report,,10,2,24.2,0,0,0,Toluca,2020
9/15/2019,18:45,Liga MX,Apertura 2019 Regular Season,Sun,Home,D,2,2,Pachuca,1.9,1,58,22677,Jonathan Orozco,4-2-3-1,Oscar Mejia,Match Report,,13,3,17.1,1,1,1,Santos Laguna,2020
9/15/2019,18:45,Liga MX,Apertura 2019 Regular Season,Sun,Away,D,2,2,Santos,1,1.9,42,22677,Jorge Daniel Hernández,4-4-1-1,Oscar Mejia,Match Report,,14,4,22.3,0,0,0,Pachuca,2020
9/15/2019,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,W,2,0,Toluca,1.4,1.2,50,15226,Aldo Rocha,4-1-2-1-2,Fernando Guerrero,Match Report,,6,3,19.5,0,0,0,Morelia,2020
9/15/2019,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,L,0,2,Morelia,1.2,1.4,50,15226,Alfredo Talavera,3/5/2002,Fernando Guerrero,Match Report,,15,2,23.7,0,0,0,Toluca,2020
9/14/2019,21:06,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,1,1,UNAM,1.4,0.7,37,38317,Paul Aguilar,4/4/2002,Marco Antonio Nava,Match Report,,6,2,15.8,1,0,0,America,2020
9/14/2019,21:06,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,1,1,América,0.7,1.4,63,38317,Víctor Malcorra,4/3/2003,Marco Antonio Nava,Match Report,,9,3,27.5,1,0,0,UNAM,2020
9/14/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,3,1,FC Juárez,2.7,0.2,74,26316,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,16,9,21.4,1,1,1,Leon,2020
9/14/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,1,0,Atlas,0.6,0.6,53,37168,Jesús Molina,4/3/2003,César Arturo Ramos,Match Report,,15,3,25,2,0,0,Guadalajara,2020
9/14/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,0,1,Guadalajara,0.6,0.6,47,37168,Osvaldo Martínez,4-2-3-1,César Arturo Ramos,Match Report,,10,3,18.9,1,0,0,Atlas,2020
9/14/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,1,3,León,0.2,2.7,26,26316,Jonathan Lacerda,4/4/2002,Fernando Hernández,Match Report,,4,1,20.9,0,0,0,FC Juarez,2020
9/14/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,2,0,Monterrey,1.7,1,47,35686,Ventura Alvarado,4-2-3-1,Luis Santander,Match Report,,12,5,16.1,1,0,0,Necaxa,2020
9/14/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,L,0,2,Necaxa,1,1.7,53,35686,Nicolás Sanchez,3/4/2003,Luis Santander,Match Report,,13,3,19.2,0,0,0,Monterrey,2020
9/13/2019,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,D,0,0,Veracruz,0.7,0.6,61,18940,José Corona,4-2-3-1,Roberto García,Match Report,,14,4,19.3,0,0,0,Cruz Azul,2020
9/13/2019,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Home,D,0,0,Cruz Azul,0.6,0.7,39,18940,Leobardo López,4-4-1-1,Roberto García,Match Report,,9,3,19.9,1,0,0,Veracruz,2020
9/13/2019,19:06,Liga MX,Apertura 2019 Regular Season,Fri,Away,D,1,1,Tijuana,2.4,1.5,53,26933,Guido Pizarro,4-2-3-1,Diego Montaño,Match Report,,18,4,18.8,1,0,0,UANL,2020
9/13/2019,19:06,Liga MX,Apertura 2019 Regular Season,Fri,Home,D,1,1,UANL,1.5,2.4,47,26933,Diego Braghieri,4/4/2002,Diego Montaño,Match Report,,17,3,22.2,1,1,1,Tijuana,2020
9/13/2019,19:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,W,3,1,Puebla,1.1,0.7,64,14735,Noé Maya,4-4-1-1,Alfredo Peñaloza,Match Report,,14,5,25.3,0,0,0,Atletico,2020
9/13/2019,19:00,Liga MX,Apertura 2019 Regular Season,Fri,Home,L,1,3,Atlético,0.7,1.1,36,14735,Brayan Angulo,4/5/2001,Alfredo Peñaloza,Match Report,,7,4,21.1,0,0,0,Puebla,2020
9/1/2019,18:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,L,0,1,FC Juárez,0.4,1.1,54,19678,Dorlan Pabón,4-2-3-1,Alfredo Peñaloza,Match Report,,11,2,20.3,0,0,0,Monterrey,2020
9/1/2019,18:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,W,1,0,Monterrey,1.1,0.4,46,19678,Jonathan Lacerda,4/4/2002,Alfredo Peñaloza,Match Report,,14,5,20,1,0,0,FC Juarez,2020
9/1/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,D,1,1,Puebla,0.9,0.8,50,19364,Luis Romo,4/4/2002,Marco Antonio Nava,Match Report,,9,2,20.6,1,0,0,Queretaro,2020
9/1/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,D,1,1,Querétaro,0.8,0.9,50,19364,Brayan Angulo,4-1-4-1,Marco Antonio Nava,Match Report,,11,4,20.7,0,0,0,Puebla,2020
9/1/2019,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,W,2,1,Toluca,1.7,0.2,53,20032,David Cabrera Pujol,4/3/2003,Fernando Hernández,Match Report,,16,5,20.3,0,0,0,UNAM,2020
9/1/2019,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,L,1,2,UNAM,0.2,1.7,47,20032,Alfredo Talavera,4/3/2003,Fernando Hernández,Match Report,,6,2,27.5,0,0,0,Toluca,2020
8/31/2019,21:05,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,1,1,Cruz Azul,0.5,1.1,55,23692,Jesús Molina,4/3/2003,Fernando Guerrero,Match Report,,10,3,19.4,1,0,0,Guadalajara,2020
8/31/2019,21:05,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,1,1,Guadalajara,1.1,0.5,45,23692,José Corona,4-2-3-1,Fernando Guerrero,Match Report,,9,2,16.2,2,0,0,Cruz Azul,2020
8/31/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,1,1,UANL,0.7,2.6,48,41498,Luis Montes,4-1-4-1,César Arturo Ramos,Match Report,,9,6,19.6,0,0,0,Leon,2020
8/31/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,1,1,León,2.6,0.7,52,41498,Guido Pizarro,4-2-3-1,César Arturo Ramos,Match Report,,14,7,22.9,0,0,2,UANL,2020
8/31/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,L,0,2,Atlético,0.8,1.1,55,18795,Jorge Daniel Hernández,4-4-1-1,Luis Santander,Match Report,,13,3,22.6,1,0,0,Pachuca,2020
8/31/2019,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,2,0,Pachuca,1.1,0.8,45,18795,Mario,4/4/2002,Luis Santander,Match Report,,11,6,21.3,0,0,0,Atletico,2020
8/31/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,3,2,Tijuana,1.7,1,50,11861,Ventura Alvarado,4/4/2002,Jorge Pérez,Match Report,,18,5,14.8,1,0,0,Necaxa,2020
8/31/2019,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,2,3,Necaxa,1,1.7,50,11861,Diego Braghieri,4-2-3-1,Jorge Pérez,Match Report,,8,5,18.1,0,0,0,Tijuana,2020
8/30/2019,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,L,0,3,Atlas,1.6,2.3,44,40700,Paul Aguilar,4-2-3-1,Roberto García,Match Report,,14,3,23.7,2,0,0,America,2020
8/30/2019,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Home,W,3,0,América,2.3,1.6,56,40700,Osvaldo Martínez,4-2-3-1,Roberto García,Match Report,,11,3,15.5,0,0,0,Atlas,2020
8/30/2019,19:00,Liga MX,Apertura 2019 Regular Season,Fri,Home,W,1,0,Veracruz,2.1,0.2,65,15185,Rodrigo Millar,4-3-1-2,Erick Yair Miranda,Match Report,,16,5,19.7,3,0,0,Morelia,2020
8/30/2019,19:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,L,0,1,Morelia,0.2,2.1,35,15185,Carlos Salcido,4-1-4-1,Erick Yair Miranda,Match Report,,5,2,20.9,0,0,0,Veracruz,2020
8/29/2019,21:00,Liga MX,Apertura 2019 Regular Season,Thu,Home,W,2,0,UNAM,2,1.2,45,35662,Dorlan Pabón,4-2-3-1,Diego Montaño,Match Report,,14,4,18.7,0,0,0,Monterrey,2020
8/29/2019,21:00,Liga MX,Apertura 2019 Regular Season,Thu,Away,L,0,2,Monterrey,1.2,2,55,35662,Víctor Malcorra,4/4/2002,Diego Montaño,Match Report,,18,5,22,0,0,0,UNAM,2020
8/29/2019,19:00,Liga MX,Apertura 2019 Regular Season,Thu,Away,L,1,2,Puebla,1.5,1.1,52,12544,Iván Vázquez,4/4/2002,Oscar Mejia,Match Report,,11,3,17.5,0,0,0,FC Juarez,2020
8/29/2019,19:00,Liga MX,Apertura 2019 Regular Season,Thu,Home,W,2,1,FC Juárez,1.1,1.5,48,12544,Brayan Angulo,4-1-4-1,Oscar Mejia,Match Report,,17,4,19.5,1,0,0,Puebla,2020
8/28/2019,21:00,Liga MX,Apertura 2019 Regular Season,Wed,Home,D,1,1,Toluca,1.1,0.4,56,12716,Ventura Alvarado,4/4/2002,César Arturo Ramos,Match Report,,14,5,18.1,1,0,0,Necaxa,2020
8/28/2019,21:00,Liga MX,Apertura 2019 Regular Season,Wed,Away,D,1,1,Necaxa,0.4,1.1,44,12716,Alfredo Talavera,5/3/2002,César Arturo Ramos,Match Report,,13,3,27.1,2,0,0,Toluca,2020
8/28/2019,19:06,Liga MX,Apertura 2019 Regular Season,Wed,Home,W,3,2,Cruz Azul,1,1.8,65,26933,Diego Braghieri,4-2-3-1,Alfredo Peñaloza,Match Report,,15,5,19.6,1,0,0,Tijuana,2020
8/28/2019,19:06,Liga MX,Apertura 2019 Regular Season,Wed,Away,L,2,3,Tijuana,1.8,1,35,26933,José Corona,4/3/2003,Alfredo Peñaloza,Match Report,,8,2,19.4,0,1,1,Cruz Azul,2020
8/28/2019,19:00,Liga MX,Apertura 2019 Regular Season,Wed,Away,D,2,2,León,2.4,1.1,34,21434,Jonathan Orozco,4-2-3-1,Luis Santander,Match Report,,16,4,21.8,2,1,1,Santos Laguna,2020
8/28/2019,19:00,Liga MX,Apertura 2019 Regular Season,Wed,Home,D,2,2,Santos,1.1,2.4,66,21434,Luis Montes,4-2-3-1,Luis Santander,Match Report,,15,9,16.2,0,0,0,Leon,2020
8/27/2019,21:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,D,1,1,Pachuca,1.5,1,60,19771,Paul Aguilar,3/4/2003,Erick Yair Miranda,Match Report,,15,3,20.5,0,0,1,America,2020
8/27/2019,21:00,Liga MX,Apertura 2019 Regular Season,Tue,Away,D,1,1,América,1,1.5,40,19771,Jorge Daniel Hernández,4-4-1-1,Erick Yair Miranda,Match Report,,12,3,21.6,0,0,0,Pachuca,2020
8/27/2019,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Away,D,1,1,Atlas,2.2,0.6,66,20732,Guido Pizarro,4-2-3-1,Fernando Hernández,Match Report,,14,4,25.5,1,0,1,UANL,2020
8/27/2019,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Away,W,5,0,Veracruz,2.3,1.3,56,7322,Luis Romo,4-2-3-1,Fernando Guerrero,Match Report,,19,9,16.8,1,0,0,Queretaro,2020
8/27/2019,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Away,D,1,1,Atlético,1.3,1.6,61,17447,Aldo Rocha,4-2-3-1,Marco Antonio Nava,Match Report,,11,6,17.4,0,0,0,Morelia,2020
8/27/2019,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,D,1,1,UANL,0.6,2.2,34,20732,Osvaldo Martínez,4/4/2002,Fernando Hernández,Match Report,,5,2,23.7,1,0,0,Atlas,2020
8/27/2019,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,D,1,1,Morelia,1.6,1.3,39,17447,Noé Maya,4/4/2002,Marco Antonio Nava,Match Report,,8,4,25.2,2,0,1,Atletico,2020
8/27/2019,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,L,0,5,Querétaro,1.3,2.3,44,7322,Leobardo López,3-4-1-2,Fernando Guerrero,Match Report,,13,4,15.5,0,0,0,Veracruz,2020
