date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,team_name,season,result_num,team_new,opponent_new,gf_avg,ga_avg,sh_avg,sot_avg,dist_avg,pk_avg,pkatt_avg
2020-10-19,2023-04-12 21:00:00,Liga MX,Guardianes 2020 Regular Season,Mon,Away,L,2,3,León,1.7,2.0,49.0,,Henry Martín,4-1-2-1-2,César Arturo Ramos,Match Report,,19,6,18.4,0.0,0,0,America,2021,-1,America,Leon,1.0,0.75,13.0,5.0,20.6,0.25,0.25
2020-10-24,2023-04-12 21:00:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,1,0,Atlas,2.1,0.9,64.0,,Emanuel Aguilera,4/4/2002,Diego Montaño,Match Report,,22,9,17.9,2.0,0,0,America,2021,1,America,Atlas,1.25,1.25,14.5,5.0,18.549999999999997,0.25,0.25
2020-11-01,2023-04-12 17:30:00,Liga MX,Guardianes 2020 Regular Season,Sun,Home,W,3,1,UANL,0.8,0.9,44.0,,Guillermo Ochoa,4/4/2002,Marco Antonio Nava,Match Report,,9,5,21.8,0.0,0,0,America,2021,1,America,UANL,1.25,1.25,17.0,6.5,18.15,0.25,0.25
2020-11-06,2023-04-12 20:30:00,Liga MX,Guardianes 2020 Regular Season,Fri,Away,D,1,1,FC Juárez,1.2,1.5,54.0,,Guillermo Ochoa,4/4/2002,Oscar Mejia,Match Report,,11,5,15.6,0.0,0,0,America,2021,0,America,FC Juarez,2.0,1.5,18.5,7.5,18.3,0.25,0.25
2020-11-25,2023-04-12 21:06:00,Liga MX,Quarter-finals,Wed,Away,L,0,1,Guadalajara,1.1,0.8,50.0,,Guillermo Ochoa,3/4/2003,Jorge Rojas,Match Report,Leg 1 of 2,15,7,21.3,0.0,0,0,America,2021,-1,America,Guadalajara,1.75,1.25,15.25,6.25,18.425,0.0,0.0
2020-11-28,2023-04-12 21:06:00,Liga MX,Quarter-finals,Sat,Home,L,1,2,Guadalajara,2.2,1.0,67.0,,Guillermo Ochoa,4/4/2002,Jorge Pérez,Match Report,Leg 2 of 2; Guadalajara won,24,5,16.6,2.0,0,0,America,2021,-1,America,Guadalajara,1.25,0.75,14.25,6.5,19.15,0.0,0.0
2021-01-09,2023-04-12 21:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Atlético,1.5,1.1,54.0,,Guillermo Ochoa,4-2-3-1,Alejandro Funk,Match Report,,17,5,15.8,1.0,0,0,America,2021,1,America,Atletico,1.25,1.25,14.75,5.5,18.825000000000003,0.0,0.0
2021-01-16,2023-04-12 21:06:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,1,Monterrey,0.1,1.3,53.0,,Guillermo Ochoa,4/4/2002,Jorge Pérez,Match Report,,4,1,32.1,0.0,0,0,America,2021,-1,America,Monterrey,1.0,1.25,16.75,5.5,17.325000000000003,0.0,0.0
2021-01-26,2023-04-12 20:30:00,Liga MX,Guardianes 2021 Regular Season,Tue,Home,W,2,0,FC Juárez,0.5,0.4,44.0,,Emanuel Aguilera,4/4/2002,Marco Antonio Nava,Match Report,,10,4,19.3,0.0,0,0,America,2021,1,America,FC Juarez,0.75,1.25,15.0,4.5,21.450000000000003,0.0,0.0
2021-01-31,2023-04-12 19:06:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,D,1,1,Santos,1.1,1.0,53.0,,Emanuel Aguilera,4-2-3-1,Diego Montaño,Match Report,,13,4,22.7,2.0,0,0,America,2021,0,America,Santos,1.25,1.0,13.75,3.75,20.95,0.0,0.0
2021-02-06,2023-04-12 19:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,1,0,Puebla,0.8,0.8,53.0,,Guillermo Ochoa,4-2-3-1,César Arturo Ramos,Match Report,,6,3,16.2,1.0,0,0,America,2021,1,America,Puebla,1.25,0.75,11.0,3.5,22.475,0.0,0.0
2021-02-13,2023-04-12 21:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Querétaro,2.4,0.6,72.0,,Guillermo Ochoa,4/4/2002,Adonai Escobedo,Match Report,,25,10,15.9,1.0,0,0,America,2021,1,America,Queretaro,1.0,0.5,8.25,3.0,22.575,0.0,0.0
2021-02-20,2023-04-12 21:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,3,Atlas,,,59.0,,Guillermo Ochoa,4-2-3-1,Fernando Guerrero,Match Report,Match awarded to Atlas,8,3,,,1,1,America,2021,-1,America,Atlas,1.5,0.5,13.5,5.25,18.525,0.0,0.0
2021-03-19,2023-04-12 20:00:00,Liga MX,Guardianes 2021 Regular Season,Fri,Away,W,1,0,Mazatlán,0.8,0.7,49.0,10159.0,Guillermo Ochoa,4-2-3-1,Diego Montaño,Match Report,,16,2,18.5,0.0,0,0,America,2021,1,America,Mazatlan,2.25,0.25,15.0,6.0,17.224999999999998,0.0,0.25
2021-04-03,2023-04-12 19:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Necaxa,0.7,1.3,65.0,,Guillermo Ochoa,4-2-3-1,Erick Yair Miranda,Match Report,,11,7,18.0,1.0,0,0,America,2021,1,America,Necaxa,2.0,0.25,14.5,4.75,16.924999999999997,0.0,0.25
2021-04-10,2023-04-12 21:05:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,W,3,1,UANL,1.4,1.1,51.0,,Guillermo Ochoa,4/3/2003,César Arturo Ramos,Match Report,,13,5,18.8,0.0,0,0,America,2021,1,America,UANL,2.0,0.5,13.5,4.75,18.124999999999996,0.0,0.25
2021-04-17,2023-04-12 21:05:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,D,1,1,Cruz Azul,1.7,1.1,43.0,,Guillermo Ochoa,4-1-4-1,Fernando Guerrero,Match Report,,10,2,21.2,1.0,1,1,America,2021,0,America,Cruz Azul,2.25,0.5,14.0,5.5,17.724999999999998,0.0,0.0
2021-04-25,2023-04-12 17:30:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,1,3,Toluca,1.9,1.5,61.0,,Guillermo Ochoa,4-1-4-1,Óscar Macias,Match Report,,11,2,18.2,0.0,1,1,America,2021,-1,America,Toluca,1.75,0.75,12.5,4.0,19.125,0.25,0.25
2021-05-02,2023-04-12 21:05:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,1,0,UNAM,1.4,2.0,47.0,,Guillermo Ochoa,4-2-3-1,César Arturo Ramos,Match Report,,14,3,15.3,1.0,0,0,America,2021,1,America,UNAM,1.75,1.5,11.25,4.0,19.049999999999997,0.5,0.5
2021-05-13,2023-04-12 19:00:00,Liga MX,Quarter-finals,Thu,Away,L,1,3,Pachuca,0.5,1.9,57.0,9053.0,Guillermo Ochoa,4-1-4-1,Eduardo Basulto,Match Report,Leg 1 of 2,11,5,21.0,1.0,0,0,America,2021,-1,America,Pachuca,1.5,1.25,12.0,3.0,18.375,0.5,0.5
2021-05-16,2023-04-12 20:05:00,Liga MX,Quarter-finals,Sun,Home,W,4,2,Pachuca,1.8,1.6,62.0,16564.0,Guillermo Ochoa,4-2-3-1,Fernando Guerrero,Match Report,Leg 2 of 2; Pachuca won,20,8,17.8,2.0,1,1,America,2021,1,America,Pachuca,1.0,1.75,11.5,3.0,18.924999999999997,0.5,0.5
2021-07-22,2023-04-12 21:00:00,Liga MX,Apertura 2021 Regular Season,Thu,Away,D,0,0,Querétaro,1.4,0.4,57.0,10221.0,Bruno Valdez,4-1-4-1,Marco Ortíz,Match Report,,16,2,20.9,1.0,0,0,America,2022,0,America,Queretaro,1.75,2.0,14.0,4.5,18.075,0.5,0.5
2021-07-31,2023-04-12 19:00:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,1,Necaxa,1.2,1.9,61.0,9590.0,Emanuel Aguilera,4-1-4-1,Fernando Hernández,Match Report,,15,5,18.2,0.0,0,0,America,2022,1,America,Necaxa,1.5,1.25,15.25,4.5,18.749999999999996,0.25,0.25
2021-08-07,2023-04-12 19:00:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,0,Puebla,2.4,1.1,46.0,8567.0,Emanuel Aguilera,4-2-3-1,César Arturo Ramos,Match Report,,10,4,20.1,1.0,1,1,America,2022,1,America,Puebla,1.75,1.5,15.5,5.0,19.474999999999998,0.25,0.25
2021-08-15,2023-04-12 17:00:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,W,1,0,Atlas,1.7,0.4,43.0,13637.0,Guillermo Ochoa,4-2-3-1,Jorge Pérez,Match Report,,9,3,21.9,1.0,0,1,America,2022,1,America,Atlas,2.0,0.75,15.25,4.75,19.25,0.5,0.5
2021-08-18,2023-04-12 20:00:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,W,2,1,FC Juárez,2.3,0.8,48.0,13992.0,Guillermo Ochoa,4-2-3-1,Luis Santander,Match Report,,16,6,13.8,0.0,0,0,America,2022,1,America,FC Juarez,1.25,0.25,12.5,3.5,20.275,0.25,0.5
2021-08-22,2023-04-12 17:00:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,2,0,Tijuana,1.5,0.2,63.0,,Guillermo Ochoa,4/4/2002,Jorge Rojas,Match Report,,12,3,24.6,2.0,1,1,America,2022,1,America,Tijuana,1.75,0.5,12.5,4.5,18.499999999999996,0.25,0.5
2021-08-28,2023-04-12 21:00:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,1,1,León,1.0,1.5,34.0,12719.0,Guillermo Ochoa,4-1-4-1,Marco Ortíz,Match Report,,5,1,21.2,0.0,1,1,America,2022,0,America,Leon,1.75,0.25,11.75,4.0,20.099999999999998,0.5,0.75
2021-09-11,2023-04-12 21:00:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,0,Mazatlán,1.6,0.0,59.0,14637.0,Guillermo Ochoa,4-2-3-1,Diego Montaño,Match Report,,21,9,20.0,1.0,0,0,America,2022,1,America,Mazatlan,1.5,0.5,10.5,3.25,20.375,0.5,0.75
2021-09-18,2023-04-12 19:00:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,1,3,Toluca,1.2,2.0,57.0,10297.0,Guillermo Ochoa,4/4/2002,Jorge Rojas,Match Report,,17,7,17.9,1.0,0,0,America,2022,-1,America,Toluca,1.75,0.5,13.5,4.75,19.9,0.5,0.5
2021-09-25,2023-04-12 21:00:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,0,0,Guadalajara,0.9,0.5,55.0,42862.0,Guillermo Ochoa,4-2-3-1,César Arturo Ramos,Match Report,,18,7,16.5,0.0,0,0,America,2022,0,America,Guadalajara,1.5,1.0,13.75,5.0,20.924999999999997,0.5,0.5
2021-09-28,2023-04-12 21:05:00,Liga MX,Apertura 2021 Regular Season,Tue,Away,D,1,1,Pachuca,1.5,0.9,54.0,7454.0,Guillermo Ochoa,4-2-3-1,Fernando Guerrero,Match Report,,18,3,18.5,1.0,0,0,America,2022,0,America,Pachuca,1.0,1.0,15.25,6.0,18.9,0.25,0.25
2021-10-03,2023-04-12 17:00:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,2,0,UNAM,1.3,0.8,55.0,27571.0,Guillermo Ochoa,4-2-3-1,Jorge Pérez,Match Report,,16,7,19.2,0.0,0,0,America,2022,1,America,UNAM,1.0,1.0,18.5,6.5,18.224999999999998,0.0,0.0
2021-10-16,2023-04-12 19:00:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,W,1,0,Atlético,0.9,0.5,56.0,16373.0,Guillermo Ochoa,4-2-3-1,Diego Montaño,Match Report,,11,4,18.5,0.0,0,0,America,2022,1,America,Atletico,1.0,1.0,17.25,6.0,18.025,0.0,0.0
2021-10-19,2023-04-12 19:05:00,Liga MX,Apertura 2021 Regular Season,Tue,Home,W,2,1,Santos,1.2,1.2,47.0,16918.0,Guillermo Ochoa,4-2-3-1,Marco Ortíz,Match Report,,10,5,16.5,0.0,0,0,America,2022,1,America,Santos,1.0,0.25,15.75,5.25,18.174999999999997,0.0,0.0
2021-10-23,2023-04-12 19:00:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,1,0,UANL,1.0,0.8,41.0,32675.0,Guillermo Ochoa,4/3/2003,Fernando Guerrero,Match Report,,7,1,14.9,0.0,0,0,America,2022,1,America,UANL,1.5,0.5,13.75,4.75,18.174999999999997,0.0,0.0
2021-10-31,2023-04-12 17:05:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,L,1,2,Cruz Azul,0.5,1.1,45.0,31257.0,Guillermo Ochoa,4/4/2002,Luis Santander,Match Report,,6,2,21.4,0.0,0,0,America,2022,-1,America,Cruz Azul,1.5,0.25,11.0,4.25,17.275,0.0,0.0
2021-11-06,2023-04-12 19:00:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,0,0,Monterrey,0.5,0.4,54.0,25654.0,Guillermo Ochoa,4/4/2002,Diego Montaño,Match Report,,13,3,24.2,0.0,0,0,America,2022,0,America,Monterrey,1.25,0.75,8.5,3.0,17.824999999999996,0.0,0.0
2021-11-24,2023-04-12 19:00:00,Liga MX,Quarter-finals,Wed,Away,D,0,0,UNAM,0.1,0.6,45.0,42784.0,Guillermo Ochoa,4/5/2001,Jorge Pérez,Match Report,Leg 1 of 2,3,1,24.3,0.0,0,0,America,2022,0,America,UNAM,1.0,0.75,9.0,2.75,19.249999999999996,0.0,0.0
2021-11-27,2023-04-12 19:00:00,Liga MX,Quarter-finals,Sat,Home,L,1,3,UNAM,2.0,1.7,56.0,51302.0,Guillermo Ochoa,4/4/2002,Marco Ortíz,Match Report,Leg 2 of 2; UNAM won,15,2,22.1,2.0,1,1,America,2022,-1,America,UNAM,0.5,0.5,7.25,1.75,21.199999999999996,0.0,0.0
2022-01-07,2023-04-12 21:00:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,D,1,1,Puebla,0.7,1.0,33.0,35040.0,Guillermo Ochoa,4-2-3-1,Oscar Mejia,Match Report,,8,3,15.9,0.0,0,0,America,2022,0,America,Puebla,0.5,1.25,9.25,2.0,23.0,0.25,0.25
2022-01-22,2023-04-12 21:00:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,0,2,Atlas,0.9,0.1,58.0,20825.0,Guillermo Ochoa,4-2-3-1,Marco Ortíz,Match Report,,14,4,16.3,1.0,0,0,America,2022,-1,America,Atlas,0.5,1.0,9.75,2.25,21.625,0.25,0.25
2022-02-05,2023-04-12 19:00:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,2,3,Atlético,2.2,2.9,68.0,16968.0,Guillermo Ochoa,4/3/2003,Adonai Escobedo,Match Report,,13,3,16.4,2.0,0,0,America,2022,-1,America,Atletico,0.5,1.5,10.0,2.5,19.65,0.25,0.25
2022-02-12,2023-04-12 21:00:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,3,2,Santos,2.1,0.6,42.0,18774.0,Guillermo Ochoa,3/4/2003,Luis Santander,Match Report,,10,2,17.1,1.0,1,1,America,2022,1,America,Santos,1.0,2.25,12.5,3.0,17.674999999999997,0.25,0.25
2022-02-16,2023-04-12 18:00:00,Liga MX,Clausura 2022 Regular Season,Wed,Away,L,1,2,Mazatlán,1.2,1.2,59.0,13934.0,Guillermo Ochoa,3/5/2002,Jorge Pérez,Match Report,,10,2,12.1,1.0,0,0,America,2022,-1,America,Mazatlan,1.5,2.0,11.25,3.0,16.424999999999997,0.25,0.25
2022-02-20,2023-04-12 16:00:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,L,1,3,Pachuca,1.4,1.6,48.0,27858.0,Guillermo Ochoa,4-3-1-2,Diego Montaño,Match Report,,18,5,19.5,1.0,0,0,America,2022,-1,America,Pachuca,1.5,2.25,11.75,2.75,15.475,0.25,0.25
2022-02-26,2023-04-12 21:00:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,D,0,0,UNAM,0.8,0.4,51.0,42650.0,Guillermo Ochoa,4-3-1-2,Fernando Guerrero,Match Report,,8,2,13.4,0.0,0,0,America,2022,0,America,UNAM,1.75,2.5,12.75,3.0,16.275,0.25,0.25
2022-03-01,2023-04-12 21:00:00,Liga MX,Clausura 2022 Regular Season,Tue,Home,D,1,1,Querétaro,0.7,0.9,41.0,17414.0,Guillermo Ochoa,4-2-3-1,Fernando Hernández,Match Report,,12,4,18.2,1.0,0,0,America,2022,0,America,Queretaro,1.25,1.75,11.5,2.75,15.524999999999999,0.25,0.25
2022-03-05,2023-04-12 19:06:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,1,2,Monterrey,1.2,1.8,52.0,40327.0,Guillermo Ochoa,4-2-3-1,Erick Miranda,Match Report,,12,3,15.7,0.0,0,0,America,2022,-1,America,Monterrey,0.75,1.5,12.0,3.25,15.799999999999999,0.0,0.0
2022-03-12,2023-04-12 21:00:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,D,0,0,Guadalajara,0.3,0.7,37.0,33047.0,Guillermo Ochoa,4/4/2002,Jorge Pérez,Match Report,,7,2,19.1,0.0,0,0,America,2022,0,America,Guadalajara,0.75,1.5,12.5,3.5,16.7,0.0,0.0
2022-03-20,2023-04-12 17:00:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,3,0,Toluca,2.6,0.2,52.0,34571.0,Guillermo Ochoa,4-2-3-1,Oscar Mejia,Match Report,,15,8,18.7,2.0,0,0,America,2022,1,America,Toluca,0.5,0.75,9.75,2.75,16.599999999999998,0.0,0.0
2022-04-02,2023-04-12 19:00:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,1,0,Necaxa,1.5,0.3,46.0,19485.0,Guillermo Ochoa,4-2-3-1,Daniel Quintero,Match Report,,14,4,18.8,2.0,0,0,America,2022,1,America,Necaxa,1.25,0.75,11.5,4.25,17.924999999999997,0.0,0.0
2022-04-09,2023-04-12 21:00:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,3,0,FC Juárez,1.5,0.5,57.0,19757.0,Guillermo Ochoa,4/3/2003,César Arturo Ramos,Match Report,,16,6,24.1,2.0,0,0,America,2022,1,America,FC Juarez,1.25,0.5,12.0,4.25,18.075,0.0,0.0
2022-04-15,2023-04-12 19:06:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,3,1,Tijuana,3.1,0.4,50.0,27333.0,Guillermo Ochoa,4-2-3-1,Luis Santander,Match Report,,15,6,16.5,1.0,1,1,America,2022,1,America,Tijuana,1.75,0.0,13.0,5.0,20.174999999999997,0.0,0.0
2022-04-20,2023-04-12 21:00:00,Liga MX,Clausura 2022 Regular Season,Wed,Home,W,2,0,León,1.7,0.5,62.0,36210.0,Guillermo Ochoa,4-2-3-1,Diego Montaño,Match Report,,19,6,18.7,2.0,0,0,America,2022,1,America,Leon,2.5,0.25,15.0,6.0,19.525,0.25,0.25
2022-04-23,2023-04-12 19:00:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,2,0,UANL,1.6,0.5,38.0,38810.0,Guillermo Ochoa,4-2-3-1,Fernando Hernández,Match Report,,15,8,15.5,1.0,0,0,America,2022,1,America,UANL,2.25,0.25,16.0,5.5,19.525,0.25,0.25
2022-04-30,2023-04-12 21:00:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,D,0,0,Cruz Azul,1.2,0.3,64.0,52630.0,Guillermo Ochoa,4-2-3-1,Marco Ortíz,Match Report,,16,4,18.7,2.0,0,0,America,2022,0,America,Cruz Azul,2.5,0.25,16.25,6.5,18.7,0.25,0.25
2022-05-11,2023-04-12 21:05:00,Liga MX,Quarter-finals,Wed,Away,D,1,1,Puebla,0.8,0.3,49.0,43921.0,Guillermo Ochoa,4/4/2002,Luis Santander,Match Report,Leg 1 of 2,12,4,17.1,1.0,0,0,America,2022,0,America,Puebla,1.75,0.25,16.25,6.0,17.349999999999998,0.25,0.25
2022-05-14,2023-04-12 18:00:00,Liga MX,Quarter-finals,Sat,Home,W,3,2,Puebla,3.7,1.8,43.0,51186.0,Guillermo Ochoa,4-2-3-1,Fernando Guerrero,Match Report,Leg 2 of 2; América won,15,5,16.4,1.0,1,1,America,2022,1,America,Puebla,1.25,0.25,15.5,5.5,17.499999999999996,0.0,0.0
2022-05-19,2023-04-12 20:00:00,Liga MX,Semi-finals,Thu,Home,D,1,1,Pachuca,1.0,1.1,48.0,62633.0,Guillermo Ochoa,4-2-3-1,Jorge Pérez,Match Report,Leg 1 of 2,7,3,18.3,0.0,0,0,America,2022,0,America,Pachuca,1.5,0.75,14.5,5.25,16.924999999999997,0.25,0.25
2022-05-22,2023-04-12 20:06:00,Liga MX,Semi-finals,Sun,Away,L,0,3,Pachuca,1.1,1.7,60.0,19310.0,Guillermo Ochoa,4-2-3-1,Fernando Hernández,Match Report,Leg 2 of 2; Pachuca won,17,5,19.3,0.0,0,0,America,2022,-1,America,Pachuca,1.25,1.0,12.5,4.0,17.625,0.25,0.25
2022-07-02,2023-04-12 21:05:00,Liga MX,Apertura 2022 Regular Season,Sat,Home,D,0,0,Atlas,0.8,0.9,54.0,27577.0,Guillermo Ochoa,4-2-3-1,Fernando Guerrero,Match Report,,16,3,22.7,0.0,0,0,America,2023,0,America,Atlas,1.25,1.75,12.75,4.25,17.775,0.25,0.25
2022-07-09,2023-04-12 21:05:00,Liga MX,Apertura 2022 Regular Season,Sat,Away,L,2,3,Monterrey,1.4,1.2,63.0,41342.0,Guillermo Ochoa,4-2-2-2,Marco Ortíz,Match Report,,13,3,16.3,0.0,0,0,America,2023,-1,America,Monterrey,1.0,1.5,13.75,4.0,19.174999999999997,0.25,0.25
2022-07-13,2023-04-12 21:00:00,Liga MX,Apertura 2022 Regular Season,Wed,Home,W,1,0,Toluca,1.6,0.6,61.0,36090.0,Guillermo Ochoa,4-2-3-1,Adonai Escobedo,Match Report,,26,2,20.2,0.0,0,0,America,2023,1,America,Toluca,0.75,1.75,13.25,3.5,19.15,0.0,0.0
2022-07-23,2023-04-12 18:05:00,Liga MX,Apertura 2022 Regular Season,Sat,Away,L,0,2,Tijuana,0.1,1.5,63.0,29333.0,Guillermo Ochoa,4-2-3-1,Fernando Hernández,Match Report,,3,1,30.8,1.0,0,0,America,2023,-1,America,Tijuana,0.75,1.5,18.0,3.25,19.625,0.0,0.0
2022-07-31,2023-04-12 21:05:00,Liga MX,Apertura 2022 Regular Season,Sun,Away,L,2,3,León,1.0,1.4,56.0,20964.0,Guillermo Ochoa,4-4-2,Óscar Macias,Match Report,,11,3,12.1,0.0,0,0,America,2023,-1,America,Leon,0.75,1.25,14.5,2.25,22.5,0.0,0.0
2022-08-07,2023-04-12 20:05:00,Liga MX,Apertura 2022 Regular Season,Sun,Home,W,2,1,FC Juárez,1.1,2.1,48.0,21957.0,Guillermo Ochoa,4-4-2,Luis Santander,Match Report,,16,6,18.9,0.0,0,0,America,2023,1,America,FC Juarez,1.25,2.0,13.25,2.25,19.849999999999998,0.0,0.0
2022-08-13,2023-04-12 19:05:00,Liga MX,Apertura 2022 Regular Season,Sat,Away,W,3,0,UNAM,2.6,0.5,53.0,45893.0,Guillermo Ochoa,4-2-3-1,Adonai Escobedo,Match Report,,19,9,19.2,0.0,0,0,America,2023,1,America,UNAM,1.25,1.5,14.0,3.0,20.5,0.0,0.0
2022-08-17,2023-04-12 21:05:00,Liga MX,Apertura 2022 Regular Season,Wed,Away,W,3,0,Pachuca,1.1,0.4,49.0,10938.0,Guillermo Ochoa,4-2-3-1,César Arturo Ramos,Match Report,,14,6,19.9,1.0,0,0,America,2023,1,America,Pachuca,1.75,1.5,12.25,4.75,20.249999999999996,0.0,0.0
2022-08-20,2023-04-12 21:05:00,Liga MX,Apertura 2022 Regular Season,Sat,Home,W,7,0,Cruz Azul,2.4,0.4,59.0,45693.0,Guillermo Ochoa,4-2-3-1,Luis Santander,Match Report,,18,7,19.0,2.0,0,0,America,2023,1,America,Cruz Azul,2.5,1.0,15.0,6.0,17.525,0.0,0.0
2022-08-23,2023-04-12 21:05:00,Liga MX,Apertura 2022 Regular Season,Tue,Away,W,1,0,Querétaro,1.0,1.0,57.0,,Guillermo Ochoa,4-2-2-2,Victor Caceres,Match Report,,15,4,17.4,1.0,0,0,America,2023,1,America,Queretaro,3.75,0.25,16.75,7.0,19.249999999999996,0.0,0.0
2022-08-26,2023-04-12 20:05:00,Liga MX,Apertura 2022 Regular Season,Fri,Away,W,3,1,Mazatlán,1.9,0.2,57.0,18365.0,Guillermo Ochoa,4-2-3-1,Erick Miranda,Match Report,,17,4,17.2,1.0,0,0,America,2023,1,America,Mazatlan,3.5,0.0,16.5,6.5,18.874999999999996,0.0,0.0
2022-09-03,2023-04-12 21:05:00,Liga MX,Apertura 2022 Regular Season,Sat,Home,W,2,1,UANL,1.6,1.0,52.0,45384.0,Guillermo Ochoa,4-2-3-1,Diego Montaño,Match Report,,17,9,20.5,0.0,0,0,America,2023,1,America,UANL,3.5,0.25,16.0,5.25,18.374999999999996,0.0,0.0
2022-09-06,2023-04-12 21:05:00,Liga MX,Apertura 2022 Regular Season,Tue,Home,W,3,0,Atlético,2.4,0.6,60.0,20410.0,Guillermo Ochoa,4-2-3-1,Victor Caceres,Match Report,,19,6,16.6,2.0,0,1,America,2023,1,America,Atletico,3.25,0.5,16.75,6.0,18.525,0.0,0.0
2022-09-10,2023-04-12 19:00:00,Liga MX,Apertura 2022 Regular Season,Sat,Away,W,2,1,Necaxa,1.0,1.1,62.0,20193.0,Henry Martín,3-4-3,Fernando Guerrero,Match Report,,12,7,15.3,0.0,0,0,America,2023,1,America,Necaxa,2.25,0.5,17.0,5.75,17.924999999999997,0.0,0.25
2022-09-14,2023-04-12 21:05:00,Liga MX,Apertura 2022 Regular Season,Wed,Home,D,3,3,Santos,2.0,0.7,71.0,2781.0,Guillermo Ochoa,4-2-3-1,Fernando Hernández,Match Report,,29,8,17.4,3.0,0,0,America,2023,0,America,Santos,2.5,0.75,16.25,6.5,17.4,0.0,0.25
2022-09-17,2023-04-12 20:00:00,Liga MX,Apertura 2022 Regular Season,Sat,Home,W,2,1,Guadalajara,2.1,1.3,46.0,65461.0,Guillermo Ochoa,4-2-3-1,Adonai Escobedo,Match Report,,10,4,17.3,0.0,1,1,America,2023,1,America,Guadalajara,2.5,1.25,19.25,7.5,17.45,0.0,0.25
2022-09-30,2023-04-12 19:00:00,Liga MX,Apertura 2022 Regular Season,Fri,Away,W,2,1,Puebla,0.7,0.8,45.0,43362.0,Guillermo Ochoa,4-2-3-1,Marco Ortíz,Match Report,,9,3,17.5,1.0,0,0,America,2023,1,America,Puebla,2.5,1.25,17.5,6.25,16.65,0.25,0.5
2022-10-12,2023-04-12 19:06:00,Liga MX,Quarter-finals,Wed,Away,W,6,1,Puebla,2.8,0.8,59.0,44471.0,Guillermo Ochoa,4-2-3-1,Marco Ortíz,Match Report,Leg 1 of 2,20,11,17.0,0.0,0,0,America,2023,1,America,Puebla,2.25,1.5,15.0,5.5,16.875,0.25,0.25
2022-10-15,2023-04-12 20:06:00,Liga MX,Quarter-finals,Sat,Home,W,5,1,Puebla,2.2,0.4,53.0,44298.0,Guillermo Ochoa,4-2-3-1,Daniel Quintero,Match Report,Leg 2 of 2; América won,15,6,20.2,1.0,1,1,America,2023,1,America,Puebla,3.25,1.5,17.0,6.5,17.299999999999997,0.25,0.25
2022-10-19,2023-04-12 21:06:00,Liga MX,Semi-finals,Wed,Away,L,1,2,Toluca,1.5,2.0,62.0,27273.0,Guillermo Ochoa,4-2-3-1,Marco Ortíz,Match Report,Leg 1 of 2,16,5,15.3,2.0,0,0,America,2023,-1,America,Toluca,3.75,1.0,13.5,6.0,17.999999999999996,0.5,0.5
