date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,team_name,season,result_num,team_new,opponent_new,gf_avg,ga_avg,sh_avg,sot_avg,dist_avg,pk_avg,pkatt_avg
2018-08-31,2023-04-12 19:06:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,L,0,1,Tijuana,0.8,2.1,54.0,27333.0,Matías Fernández,4-2-3-1,Luis Santander,Match Report,,20,4,22.4,0.0,0,0,Necaxa,2019,-1,Necaxa,Tijuana,1.0,1.5,18.0,5.75,21.625,0.25,0.5
2018-09-15,2023-04-12 20:45:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,2,0,Cruz Azul,1.3,0.4,49.0,22578.0,Matías Fernández,4-2-3-1,César Arturo Ramos,Match Report,,10,3,24.5,2.0,1,1,Necaxa,2019,1,Necaxa,Cruz Azul,0.75,1.25,18.5,4.0,22.0,0.25,0.5
2018-09-22,2023-04-12 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,2,3,Toluca,1.5,2.5,56.0,15705.0,Matías Fernández,4-2-3-1,Francisco Chacón,Match Report,,15,4,23.1,2.0,0,0,Necaxa,2019,-1,Necaxa,Toluca,0.75,0.75,14.0,3.5,23.174999999999997,0.25,0.25
2018-09-29,2023-04-12 21:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,L,0,1,Santos,1.4,0.8,64.0,15542.0,Matías Fernández,4-2-3-1,Roberto García,Match Report,,20,7,21.2,3.0,0,0,Necaxa,2019,-1,Necaxa,Santos,1.25,1.25,15.0,4.0,22.925,0.25,0.25
2018-10-05,2023-04-12 21:10:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,D,0,0,Veracruz,0.7,0.6,63.0,7589.0,Matías Fernández,4-2-3-1,Fernando Guerrero,Match Report,,10,6,21.2,2.0,0,0,Necaxa,2019,0,Necaxa,Veracruz,1.0,1.25,16.25,4.5,22.8,0.25,0.25
2018-10-20,2023-04-12 21:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,L,0,2,León,0.6,1.5,53.0,10049.0,Matías Fernández,4-2-3-1,Marco Antonio Nava,Match Report,,11,1,21.0,0.0,0,0,Necaxa,2019,-1,Necaxa,Leon,1.0,1.0,13.75,5.0,22.5,0.25,0.25
2018-10-27,2023-04-12 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,2,2,Atlas,1.8,1.2,57.0,10373.0,Ventura Alvarado,4-4-1-1,Luis Santander,Match Report,,13,5,22.3,1.0,0,0,Necaxa,2019,0,Necaxa,Atlas,0.5,1.5,14.0,4.5,21.625,0.0,0.0
2018-11-03,2023-04-12 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,2,6,Pachuca,2.1,2.9,56.0,15976.0,Matías Fernández,4-4-1-1,César Arturo Ramos,Match Report,,17,6,20.5,0.0,0,0,Necaxa,2019,-1,Necaxa,Pachuca,0.5,1.25,13.5,4.75,21.425,0.0,0.0
2018-11-10,2023-04-12 21:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,1,1,Monterrey,1.1,0.4,60.0,11534.0,Ventura Alvarado,4/4/2002,Jorge Pérez,Match Report,,13,3,15.4,0.0,0,0,Necaxa,2019,0,Necaxa,Monterrey,1.0,2.5,12.75,4.5,21.25,0.0,0.0
2018-11-24,2023-04-12 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,0,1,Querétaro,1.0,1.3,51.0,12594.0,Matías Fernández,4/4/2002,Jorge Rojas,Match Report,,16,2,19.5,2.0,0,0,Necaxa,2019,-1,Necaxa,Queretaro,1.25,2.75,13.5,3.75,19.8,0.0,0.0
2019-01-12,2023-04-12 21:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,2,1,UNAM,2.0,1.1,41.0,15567.0,Ventura Alvarado,4/4/2002,Luis Santander,Match Report,,9,3,13.4,1.0,0,0,Necaxa,2019,1,Necaxa,UNAM,1.25,2.5,14.75,4.0,19.425,0.0,0.0
2019-01-20,2023-04-12 16:00:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,W,3,2,Lobos BUAP,3.0,1.7,50.0,8316.0,Ventura Alvarado,4/4/2002,Oscar Mejia,Match Report,,15,7,17.1,1.0,1,1,Necaxa,2019,1,Necaxa,Lobos BUAP,1.25,2.25,13.75,3.5,17.200000000000003,0.0,0.0
2019-01-26,2023-04-12 21:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,D,0,0,Morelia,1.0,0.7,54.0,14471.0,Ventura Alvarado,4/4/2002,Alejandro Funk,Match Report,,19,5,19.8,0.0,0,0,Necaxa,2019,0,Necaxa,Morelia,1.5,1.25,13.25,3.75,16.35,0.25,0.25
2019-02-01,2023-04-12 21:00:00,Liga MX,Clausura 2019 Regular Season,Fri,Away,W,4,1,Puebla,1.7,1.0,43.0,15500.0,Ventura Alvarado,4/4/2002,Roberto Ríos Jacome,Match Report,,9,4,18.5,0.0,0,0,Necaxa,2019,1,Necaxa,Puebla,1.25,1.0,14.75,4.25,17.45,0.25,0.25
2019-02-09,2023-04-12 21:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,D,3,3,Guadalajara,1.6,1.9,52.0,24296.0,Ventura Alvarado,4/4/2002,César Arturo Ramos,Match Report,,17,4,21.0,1.0,0,1,Necaxa,2019,0,Necaxa,Guadalajara,2.25,1.0,13.0,4.75,17.2,0.25,0.25
2019-02-16,2023-04-12 19:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,L,2,3,UANL,0.8,0.9,46.0,41615.0,Hugo González Durán,4/4/2002,Francisco Chacón,Match Report,,17,3,18.8,1.0,0,0,Necaxa,2019,-1,Necaxa,UANL,2.5,1.5,15.0,5.0,19.1,0.25,0.5
2019-02-23,2023-04-12 21:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,L,1,2,Tijuana,1.5,1.5,47.0,14525.0,Hugo González Durán,4/4/2002,Jorge Rojas,Match Report,,21,8,18.3,0.0,0,0,Necaxa,2019,-1,Necaxa,Tijuana,2.25,1.75,15.5,4.0,19.525,0.0,0.25
2019-03-02,2023-04-12 17:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,L,1,2,Cruz Azul,1.0,1.3,49.0,17044.0,Hugo González Durán,4/4/2002,Diego Montaño,Match Report,,10,5,17.8,0.0,0,0,Necaxa,2019,-1,Necaxa,Cruz Azul,2.5,2.25,16.0,4.75,19.150000000000002,0.0,0.25
2019-03-05,2023-04-12 20:50:00,Liga MX,Clausura 2019 Regular Season,Tue,Away,W,3,1,América,1.2,2.5,41.0,14241.0,Ventura Alvarado,4/4/2002,Marco Antonio Nava,Match Report,,11,6,22.3,2.0,0,0,Necaxa,2019,1,Necaxa,America,1.75,2.5,16.25,5.0,18.975,0.0,0.25
2019-03-09,2023-04-12 21:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,D,1,1,Toluca,1.3,1.3,53.0,15724.0,Ventura Alvarado,4/4/2002,Eduardo Basulto,Match Report,,14,2,20.7,2.0,0,0,Necaxa,2019,0,Necaxa,Toluca,1.75,2.0,14.75,5.5,19.3,0.0,0.0
2019-03-17,2023-04-12 18:06:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,W,2,1,Santos,2.2,1.7,47.0,23616.0,Ventura Alvarado,4/4/2002,Fernando Guerrero,Match Report,,15,5,15.5,0.0,0,0,Necaxa,2019,1,Necaxa,Santos,1.5,1.5,14.0,5.25,19.775,0.0,0.0
2019-03-30,2023-04-12 21:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,2,0,Veracruz,1.7,0.4,49.0,13923.0,Ventura Alvarado,4/4/2002,Luis Santander,Match Report,,21,7,17.7,0.0,0,0,Necaxa,2019,1,Necaxa,Veracruz,1.75,1.25,12.5,4.5,19.075000000000003,0.0,0.0
2019-04-06,2023-04-12 19:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,L,1,2,León,1.3,1.4,31.0,25731.0,Ventura Alvarado,4/4/2002,Jorge Pérez,Match Report,,12,4,18.1,0.0,0,0,Necaxa,2019,-1,Necaxa,Leon,2.0,0.75,15.25,5.0,19.05,0.0,0.0
2019-04-12,2023-04-12 21:00:00,Liga MX,Clausura 2019 Regular Season,Fri,Away,W,2,1,Atlas,1.5,1.0,43.0,21658.0,Ventura Alvarado,4/4/2002,Oscar Mejia,Match Report,,12,5,18.2,1.0,0,0,Necaxa,2019,1,Necaxa,Atlas,1.5,1.0,15.5,4.5,18.0,0.0,0.0
2019-04-20,2023-04-12 17:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,D,2,2,Pachuca,1.4,1.0,35.0,16891.0,Ventura Alvarado,4/4/2002,Marco Antonio Nava,Match Report,,10,2,20.8,1.0,0,0,Necaxa,2019,0,Necaxa,Pachuca,1.75,1.0,15.0,5.25,17.375,0.0,0.0
2019-04-27,2023-04-12 19:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,D,2,2,Monterrey,1.5,2.1,49.0,38371.0,Hugo González Durán,4/4/2002,Jonathan Hernández,Match Report,,17,5,17.8,2.0,0,0,Necaxa,2019,0,Necaxa,Monterrey,1.75,1.25,13.75,4.5,18.7,0.0,0.0
2019-05-04,2023-04-12 21:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,1,0,Querétaro,1.3,0.3,55.0,15866.0,Ventura Alvarado,4/4/2002,Luis Santander,Match Report,,20,6,19.1,2.0,0,0,Necaxa,2019,1,Necaxa,Queretaro,1.75,1.75,12.75,4.0,18.725,0.0,0.0
2019-05-09,2023-04-12 19:00:00,Liga MX,Quarter-finals,Thu,Home,W,1,0,Monterrey,1.1,0.5,51.0,14627.0,Ventura Alvarado,4/4/2002,Diego Montaño,Match Report,Leg 1 of 2,11,4,16.0,0.0,0,0,Necaxa,2019,1,Necaxa,Monterrey,1.75,1.25,14.75,4.5,18.975,0.0,0.0
2019-05-12,2023-04-12 20:00:00,Liga MX,Quarter-finals,Sun,Away,L,0,1,Monterrey,0.7,1.1,37.0,33884.0,Ventura Alvarado,4/4/2002,César Arturo Ramos,Match Report,Leg 2 of 2; Monterrey won,9,4,22.6,3.0,0,0,Necaxa,2019,-1,Necaxa,Monterrey,1.5,1.0,14.5,4.25,18.425,0.0,0.0
2019-07-20,2023-04-12 21:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,0,0,Cruz Azul,1.1,1.5,35.0,19361.0,Ventura Alvarado,4/4/2002,Jorge Pérez,Match Report,,6,1,23.2,1.0,0,1,Necaxa,2020,0,Necaxa,Cruz Azul,1.0,0.75,14.25,4.75,18.875,0.0,0.0
2019-07-28,2023-04-12 12:00:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,L,0,2,UNAM,0.1,1.8,41.0,24708.0,Ventura Alvarado,4/4/2002,Eduardo Basulto,Match Report,,3,0,18.6,0.0,0,0,Necaxa,2020,-1,Necaxa,UNAM,0.5,0.25,11.5,3.75,20.225,0.0,0.25
2019-08-03,2023-04-12 21:05:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,7,0,Veracruz,3.0,0.3,43.0,12846.0,Ventura Alvarado,4-2-2-2,Luis Santander,Match Report,,15,7,16.9,1.0,0,0,Necaxa,2020,1,Necaxa,Veracruz,0.25,0.75,7.25,2.25,20.1,0.0,0.25
2019-08-10,2023-04-12 19:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,1,3,UANL,0.8,1.2,37.0,41553.0,Ventura Alvarado,4/4/2002,Oscar Mejia,Match Report,,9,2,27.3,1.0,0,0,Necaxa,2020,-1,Necaxa,UANL,1.75,0.75,8.25,3.0,20.325,0.0,0.25
2019-08-18,2023-04-12 17:00:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,W,3,0,Santos,2.3,2.3,44.0,14167.0,Ventura Alvarado,4/4/2002,Alejandro Funk,Match Report,,19,8,20.2,1.0,0,0,Necaxa,2020,1,Necaxa,Santos,2.0,1.25,8.25,2.5,21.5,0.0,0.25
2019-08-25,2023-04-12 17:00:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,W,2,1,Guadalajara,0.5,1.3,32.0,30912.0,Ventura Alvarado,4/4/2002,Roberto García,Match Report,,10,5,25.3,1.0,0,0,Necaxa,2020,1,Necaxa,Guadalajara,2.75,1.25,11.5,4.25,20.75,0.0,0.0
2019-08-28,2023-04-12 21:00:00,Liga MX,Apertura 2019 Regular Season,Wed,Home,D,1,1,Toluca,1.1,0.4,56.0,12716.0,Ventura Alvarado,4/4/2002,César Arturo Ramos,Match Report,,14,5,18.1,1.0,0,0,Necaxa,2020,0,Necaxa,Toluca,3.25,1.0,13.25,5.5,22.425,0.0,0.0
2019-08-31,2023-04-12 17:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,3,2,Tijuana,1.7,1.0,50.0,11861.0,Ventura Alvarado,4/4/2002,Jorge Pérez,Match Report,,18,5,14.8,1.0,0,0,Necaxa,2020,1,Necaxa,Tijuana,1.75,1.25,13.0,5.0,22.725,0.0,0.0
2019-09-14,2023-04-12 17:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,2,0,Monterrey,1.7,1.0,47.0,35686.0,Ventura Alvarado,4-2-3-1,Luis Santander,Match Report,,12,5,16.1,1.0,0,0,Necaxa,2020,1,Necaxa,Monterrey,2.25,1.0,15.25,5.75,19.6,0.0,0.0
2019-09-21,2023-04-12 17:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,L,2,4,León,1.2,2.5,46.0,17757.0,Ventura Alvarado,4/4/2002,Alfredo Peñaloza,Match Report,,18,6,17.4,0.0,0,0,Necaxa,2020,-1,Necaxa,Leon,2.0,1.0,13.5,5.0,18.575,0.0,0.0
2019-09-24,2023-04-12 19:00:00,Liga MX,Apertura 2019 Regular Season,Tue,Away,W,2,1,Querétaro,0.8,1.1,39.0,16975.0,Ventura Alvarado,4-1-2-1-2,Fernando Hernández,Match Report,,8,2,14.4,0.0,0,0,Necaxa,2020,1,Necaxa,Queretaro,2.0,1.75,15.5,5.25,16.6,0.0,0.0
2019-09-28,2023-04-12 19:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,0,0,FC Juárez,0.9,0.5,56.0,10688.0,Ventura Alvarado,4-1-2-1-2,Jorge Rojas,Match Report,,10,3,18.1,0.0,0,0,Necaxa,2020,0,Necaxa,FC Juarez,2.25,1.75,14.0,4.5,15.675,0.0,0.0
2019-10-04,2023-04-12 21:00:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,W,3,2,Morelia,1.3,1.8,50.0,19134.0,Ventura Alvarado,4/4/2002,César Arturo Ramos,Match Report,,13,4,20.9,1.0,0,0,Necaxa,2020,1,Necaxa,Morelia,1.5,1.25,12.0,4.0,16.5,0.0,0.0
2019-10-19,2023-04-12 21:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,2,2,América,1.0,0.7,56.0,23851.0,Ventura Alvarado,4/3/2003,Eduardo Basulto,Match Report,,11,3,14.5,0.0,0,0,Necaxa,2020,0,Necaxa,America,1.75,1.75,12.25,3.75,17.7,0.0,0.0
2019-10-25,2023-04-12 21:00:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,W,2,0,Atlas,1.6,0.5,39.0,23248.0,Ventura Alvarado,4-1-2-1-2,Fernando Guerrero,Match Report,,13,4,20.8,1.0,0,0,Necaxa,2020,1,Necaxa,Atlas,1.75,1.25,10.5,3.0,16.975,0.0,0.0
2019-11-02,2023-04-12 21:05:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,L,1,2,Pachuca,1.3,2.7,50.0,11868.0,Hugo González Durán,4-1-2-1-2,Diego Montaño,Match Report,,15,3,15.4,0.0,0,0,Necaxa,2020,-1,Necaxa,Pachuca,1.75,1.0,11.75,3.5,18.575,0.0,0.0
2019-11-09,2023-04-12 17:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,2,0,Atlético,2.6,1.7,56.0,,Hugo González Durán,4-3-1-2,Luis Santander,Match Report,,15,5,18.4,2.0,0,0,Necaxa,2020,1,Necaxa,Atletico,2.0,1.5,13.0,3.5,17.9,0.0,0.0
2019-11-22,2023-04-12 19:00:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,L,0,3,Puebla,1.3,1.3,61.0,16875.0,Ventura Alvarado,4/4/2002,César Arturo Ramos,Match Report,,14,2,14.9,1.0,0,0,Necaxa,2020,-1,Necaxa,Puebla,1.75,1.0,13.5,3.75,17.275,0.0,0.0
2019-11-27,2023-04-12 21:00:00,Liga MX,Quarter-finals,Wed,Home,W,3,0,Querétaro,2.1,1.0,43.0,13705.0,Hugo González Durán,5/3/2002,Diego Montaño,Match Report,Leg 1 of 2,13,6,15.8,1.0,0,0,Necaxa,2020,1,Necaxa,Queretaro,1.25,1.25,14.25,3.5,17.375,0.0,0.0
2019-11-30,2023-04-12 21:05:00,Liga MX,Quarter-finals,Sat,Away,W,3,2,Querétaro,0.8,1.6,45.0,23827.0,Hugo González Durán,5/3/2002,Fernando Hernández,Match Report,Leg 2 of 2; Necaxa won,14,5,19.1,0.0,0,0,Necaxa,2020,1,Necaxa,Queretaro,1.5,1.25,14.25,4.0,16.125,0.0,0.0
2019-12-04,2023-04-12 21:06:00,Liga MX,Semi-finals,Wed,Away,L,1,2,Monterrey,0.4,2.4,41.0,42092.0,Hugo González Durán,4/3/2003,Fernando Hernández,Match Report,Leg 1 of 2,4,2,18.6,0.0,0,0,Necaxa,2020,-1,Necaxa,Monterrey,2.0,1.25,14.0,4.5,17.05,0.0,0.0
2019-12-07,2023-04-12 20:30:00,Liga MX,Semi-finals,Sat,Home,L,0,1,Monterrey,0.8,1.0,59.0,23851.0,Hugo González Durán,4-2-3-1,César Arturo Ramos,Match Report,Leg 2 of 2; Monterrey won,18,6,21.6,1.0,0,0,Necaxa,2020,-1,Necaxa,Monterrey,1.75,1.75,11.25,3.75,17.1,0.0,0.0
2020-01-19,2023-04-12 12:00:00,Liga MX,Clausura 2020 Regular Season,Sun,Away,W,3,2,Toluca,2.2,0.8,47.0,17959.0,Hugo González Durán,4/4/2002,Diego Montaño,Match Report,,18,9,22.2,1.0,0,1,Necaxa,2020,1,Necaxa,Toluca,1.75,1.25,12.25,4.75,18.775000000000002,0.0,0.0
2020-01-26,2023-04-12 17:00:00,Liga MX,Clausura 2020 Regular Season,Sun,Home,D,1,1,Atlético,0.5,1.6,50.0,15809.0,Hugo González Durán,4/4/2002,Alejandro Funk,Match Report,,10,2,17.5,2.0,0,0,Necaxa,2020,0,Necaxa,Atletico,1.75,1.75,13.5,5.5,20.375,0.0,0.25
2020-02-01,2023-04-12 17:00:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,2,0,Puebla,1.6,1.0,41.0,11881.0,Hugo González Durán,4/4/2002,Luis Santander,Match Report,,7,2,13.1,1.0,0,0,Necaxa,2020,1,Necaxa,Puebla,1.25,1.5,12.5,4.75,19.975,0.0,0.25
2020-02-05,2023-04-12 20:30:00,Liga MX,Clausura 2020 Regular Season,Wed,Home,D,2,2,Monterrey,1.8,0.8,47.0,12106.0,Ventura Alvarado,4/4/2002,Adalid Maganda,Match Report,,10,2,21.6,2.0,1,1,Necaxa,2020,0,Necaxa,Monterrey,1.5,1.0,13.25,4.75,18.6,0.0,0.25
2020-02-09,2023-04-12 19:00:00,Liga MX,Clausura 2020 Regular Season,Sun,Away,L,1,2,FC Juárez,0.5,0.9,46.0,19703.0,Ventura Alvarado,4/4/2002,Jorge Pérez,Match Report,,11,5,21.6,2.0,0,0,Necaxa,2020,-1,Necaxa,FC Juarez,2.0,1.25,11.25,3.75,18.6,0.25,0.5
2020-02-16,2023-04-12 17:00:00,Liga MX,Clausura 2020 Regular Season,Sun,Home,L,2,3,Querétaro,1.6,1.5,53.0,12778.0,Ventura Alvarado,4/4/2002,Diego Montaño,Match Report,,12,4,16.2,1.0,1,1,Necaxa,2020,-1,Necaxa,Queretaro,1.5,1.25,9.5,2.75,18.45,0.25,0.25
2020-02-22,2023-04-12 17:00:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,L,1,2,León,1.1,0.7,47.0,17764.0,Hugo González Durán,4-2-3-1,Óscar Macias,Match Report,,14,5,17.9,0.0,0,0,Necaxa,2020,-1,Necaxa,Leon,1.75,1.75,10.0,3.25,18.125,0.5,0.5
2020-02-29,2023-04-12 19:00:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,W,3,0,América,1.5,0.3,60.0,29477.0,Hugo González Durán,4-2-3-1,Oscar Mejia,Match Report,,12,4,21.3,1.0,0,0,Necaxa,2020,1,Necaxa,America,1.5,2.25,11.75,4.0,19.325,0.5,0.5
2020-03-08,2023-04-12 17:00:00,Liga MX,Clausura 2020 Regular Season,Sun,Home,L,1,2,Morelia,1.0,1.6,44.0,16120.0,Hugo González Durán,4/4/2002,Fernando Guerrero,Match Report,,12,4,17.3,1.0,0,0,Necaxa,2020,-1,Necaxa,Morelia,1.75,1.75,12.25,4.5,19.25,0.25,0.25
2020-03-15,2023-04-12 18:00:00,Liga MX,Clausura 2020 Regular Season,Sun,Away,L,1,2,Santos,1.4,1.9,49.0,,Hugo González Durán,4-2-3-1,Jorge Rojas,Match Report,,11,3,18.9,0.0,0,0,Necaxa,2020,-1,Necaxa,Santos,1.75,1.75,12.5,4.25,18.175,0.25,0.25
2020-07-24,2023-04-12 19:30:00,Liga MX,Guardianes 2020 Regular Season,Fri,Home,L,0,3,UANL,0.5,2.0,41.0,,Julio César González Trinidad,5/3/2002,Eduardo Basulto,Match Report,,8,1,17.6,0.0,0,0,Necaxa,2021,-1,Necaxa,UANL,1.5,1.5,12.25,4.0,18.849999999999998,0.0,0.0
2020-07-31,2023-04-12 20:30:00,Liga MX,Guardianes 2020 Regular Season,Fri,Away,L,0,1,FC Juárez,0.7,1.3,59.0,,Julio César González Trinidad,4/4/2002,Fernando Hernández,Match Report,,10,4,19.2,1.0,0,0,Necaxa,2021,-1,Necaxa,FC Juarez,1.25,1.75,10.75,3.0,18.775000000000002,0.0,0.0
2020-08-07,2023-04-12 19:30:00,Liga MX,Guardianes 2020 Regular Season,Fri,Home,D,1,1,América,2.4,1.0,56.0,,Julio César González Trinidad,4/4/2002,Jorge Rojas,Match Report,,15,2,17.7,2.0,1,1,Necaxa,2021,0,Necaxa,America,0.5,2.0,10.25,3.0,18.25,0.0,0.0
2020-08-11,2023-04-12 17:00:00,Liga MX,Guardianes 2020 Regular Season,Tue,Home,W,1,0,Mazatlán,1.4,1.4,38.0,,Claudio Baeza,4/4/2002,Jorge Pérez,Match Report,,9,3,20.1,0.0,1,1,Necaxa,2021,1,Necaxa,Mazatlan,0.5,1.75,11.0,2.5,18.35,0.25,0.25
2020-08-15,2023-04-12 21:06:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,D,1,1,Monterrey,1.0,1.5,45.0,,Claudio Baeza,4-1-3-2,Eduardo Basulto,Match Report,,13,4,14.8,0.0,0,0,Necaxa,2021,0,Necaxa,Monterrey,0.5,1.25,10.5,2.5,18.65,0.5,0.5
2020-08-21,2023-04-12 19:30:00,Liga MX,Guardianes 2020 Regular Season,Fri,Home,W,2,1,Santos,1.3,0.8,55.0,,Claudio Baeza,4/4/2002,Adonai Escobedo,Match Report,,15,5,17.9,1.0,0,0,Necaxa,2021,1,Necaxa,Santos,0.75,0.75,11.75,3.25,17.950000000000003,0.5,0.5
2020-08-29,2023-04-12 21:00:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,0,3,Cruz Azul,0.6,2.0,46.0,,Claudio Baeza,4-2-3-1,Marco Antonio Nava,Match Report,,8,2,22.4,0.0,0,0,Necaxa,2021,-1,Necaxa,Cruz Azul,1.25,0.75,13.0,3.5,17.625,0.5,0.5
2020-09-04,2023-04-12 19:30:00,Liga MX,Guardianes 2020 Regular Season,Fri,Home,L,0,2,León,1.1,3.0,33.0,,Claudio Baeza,4-2-3-1,Luis Santander,Match Report,,15,5,18.8,1.0,0,0,Necaxa,2021,-1,Necaxa,Leon,1.0,1.25,11.25,3.5,18.799999999999997,0.25,0.25
2020-09-08,2023-04-12 17:00:00,Liga MX,Guardianes 2020 Regular Season,Tue,Away,L,1,2,Atlético,1.9,0.8,41.0,,Unai Bilbao,4-2-3-1,César Arturo Ramos,Match Report,,14,8,17.2,1.0,0,0,Necaxa,2021,-1,Necaxa,Atletico,0.75,1.75,12.75,4.0,18.475,0.0,0.0
2020-09-11,2023-04-12 19:30:00,Liga MX,Guardianes 2020 Regular Season,Fri,Home,L,1,2,Guadalajara,1.0,1.4,43.0,,Claudio Baeza,4-4-1-1,Erick Yair Miranda,Match Report,,12,4,20.2,0.0,0,0,Necaxa,2021,-1,Necaxa,Guadalajara,0.75,2.0,13.0,5.0,19.075,0.0,0.0
2020-09-18,2023-04-12 19:30:00,Liga MX,Guardianes 2020 Regular Season,Fri,Home,L,0,1,Puebla,0.8,0.3,55.0,,Claudio Baeza,4/4/2002,Jorge Pérez,Match Report,,14,3,20.6,1.0,0,0,Necaxa,2021,-1,Necaxa,Puebla,0.5,2.25,12.25,4.75,19.65,0.0,0.0
2020-09-26,2023-04-12 19:00:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,D,1,1,UNAM,0.7,1.3,55.0,,Claudio Baeza,5/3/2002,Fernando Guerrero,Match Report,,10,2,21.7,2.0,0,0,Necaxa,2021,0,Necaxa,UNAM,0.5,1.75,13.75,5.0,19.2,0.0,0.0
2020-10-03,2023-04-12 17:00:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,1,0,Atlas,0.5,0.7,38.0,,Claudio Baeza,5/3/2002,Óscar Macias,Match Report,,11,4,24.4,0.0,0,0,Necaxa,2021,1,Necaxa,Atlas,0.75,1.5,12.5,4.25,19.925,0.0,0.0
2020-10-16,2023-04-12 19:30:00,Liga MX,Guardianes 2020 Regular Season,Fri,Home,W,2,0,Tijuana,2.2,1.6,49.0,,Claudio Baeza,4-2-3-1,Adonai Escobedo,Match Report,,15,9,16.6,2.0,0,0,Necaxa,2021,1,Necaxa,Tijuana,0.75,1.0,11.75,3.25,21.725,0.0,0.0
2020-10-24,2023-04-12 17:00:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,1,0,Querétaro,0.4,1.0,50.0,,Claudio Baeza,4-2-3-1,Oscar Mejia,Match Report,,8,4,19.1,1.0,0,0,Necaxa,2021,1,Necaxa,Queretaro,1.0,0.5,12.5,4.5,20.825,0.0,0.0
2020-10-30,2023-04-12 19:30:00,Liga MX,Guardianes 2020 Regular Season,Fri,Home,W,3,2,Toluca,2.7,0.6,53.0,,David Cabrera Pujol,4-2-3-1,Fernando Hernández,Match Report,,14,4,15.2,1.0,0,0,Necaxa,2021,1,Necaxa,Toluca,1.25,0.25,11.0,4.75,20.450000000000003,0.0,0.0
2020-11-07,2023-04-12 17:00:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,1,0,Pachuca,0.8,0.7,53.0,,David Cabrera Pujol,4/4/2002,Eduardo Basulto,Match Report,,12,3,21.2,1.0,0,0,Necaxa,2021,1,Necaxa,Pachuca,1.75,0.5,12.0,5.25,18.825,0.0,0.0
2020-11-21,2023-04-12 21:10:00,Liga MX,Reclassification,Sat,Away,L,0,1,Guadalajara,0.6,1.3,42.0,,Claudio Baeza,4/4/2002,César Arturo Ramos,Match Report,,11,3,17.4,0.0,0,0,Necaxa,2021,-1,Necaxa,Guadalajara,1.75,0.5,12.25,5.0,18.025,0.0,0.0
